Sample	T1	T2	T3	Overall	Overall	Overall
Nup62cl	7.688364194339294	9.269487723760435	13.389752205385099	0.1467795521633446	4799.0	False
Heatr3	4.150052827294984	10.897784269672862	14.844859383010531	0.14667857026516887	4800.0	False
4921536K21Rik		9.813061020809373	9.792764619642316	0.1466753427765716	4801.0	False
Rab37	22.2846977598842	6.113633294552518	3.599857138034712	0.14662126284855145	4802.0	False
Fyttd1	13.978754441021177	2.467906360532232	14.92501313842244	0.146595512306631	4803.0	False
Sphkap	2.5033394783929444	18.027011726338714	8.777334708009295	0.14655019170196898	4804.0	False
Crnn	7.014401744185159	11.439685534602292	11.689419503055642	0.14647832242389655	4805.0	False
Uty	2.6617407361963528	17.959916840901585	8.696228041486412	0.14625504636265116	4806.0	False
Phactr2	21.95744391962404	3.1073097620974734	7.060499628895891	0.14616976730121956	4807.0	False
Parp1	10.552874455376061	10.236707569235115	9.769336370026254	0.14612891193231833	4808.0	False
Brd1		12.561042231441755	6.869162911132353	0.1459541310396512	4809.0	False
Nxph2		15.889705864247212	3.338626848147487	0.14557716603790116	4810.0	False
Nat2	7.85323863559964	13.228335641140118	9.011987299391736	0.1455482186571507	4811.0	False
Strip1	12.35910448044131	8.78441959832	9.65922597937008	0.145432905019484	4812.0	False
Tdrd1	7.997201797766949	8.864310000528034	13.496280473056045	0.1454217560126925	4813.0	False
Nrip3	10.534568793002817		10.450387136293216	0.14510976327221528	4814.0	False
Cd55b	17.816376806602833	3.125998562291066	10.727266026374565	0.14504606135718798	4815.0	False
Kap	6.474238009613848	3.4106066811691496	20.62261292537943	0.1449957176807525	4816.0	False
Lnpep	5.507982030284205	16.780953096461566	7.34171392424318	0.1449472311365291	4817.0	False
Cul7	10.209520501566107	9.733570663079869	10.567009338339854	0.14480392907663667	4818.0	False
Sult1d1	8.606615002062734	6.346046402351915	15.588198184448196	0.14466290937111603	4819.0	False
Ppp4r3b	9.888239156644861	3.0120720098931595	17.963059525655925	0.1446417551464857	4820.0	False
Fam227b	12.179803671870793	11.342345610914137	7.086729674814424	0.14460993172932984	4821.0	False
Tmem123	4.821912238085008	11.488373804777291	13.542803326786883	0.14445221829468885	4822.0	False
Eri1		9.694397992307682	9.867066192174052	0.1443306910313537	4823.0	False
Cyp39a1	4.087923802870404	20.158706069902347	5.01712956223466	0.1441186187985023	4824.0	False
Cd300e		12.698145179372922	6.682970365537882	0.14407370275539233	4825.0	False
Esrp1	11.66954728993408	13.500892760139587	5.219050195842428	0.14331833184485063	4826.0	False
Exoc3	14.168024878957052	2.3240768418494415	14.797458043907953	0.14325457704823533	4827.0	False
Mrpl37	7.50440917126646	4.759788319214703	18.209537847105146	0.14319236859447576	4828.0	False
Tefm	13.038929777562545	5.670772546661852	12.263064642828184	0.14300357107755	4829.0	False
Gorasp1	7.310324999563064	11.5871470469154	11.14487497126209	0.14274532936701725	4830.0	False
Dtna	10.553493728670121	14.596147964510015	5.042068958624695	0.14266271434677022	4831.0	False
Vmn1r82		10.444842246236409	9.03351843720431	0.1425263926971788	4832.0	False
Usp6nl	21.438351675933134	6.239993075078918	4.091202444308634	0.1424766834438072	4833.0	False
Spata7	13.558333946681358	6.495468487704859	10.905706055645926	0.14246470391571078	4834.0	False
Ptk2	11.554997309620349	13.457718620988711	5.339394753313582	0.14245429211420052	4835.0	False
Cel	16.203084850974868	8.316524365905588	6.598578266095949	0.14239943125624582	4836.0	False
Ugt2a1	11.439852359930192	10.09731611465292	8.97610446990061	0.1417621207681132	4837.0	False
Eif1ad8	9.64015924194058	6.5420832474264525	14.350572839866711	0.14158682111438148	4838.0	False
Cited2	12.387309328520496	7.222783072744609	11.158698014018352	0.14154084439882483	4839.0	False
Spink1	12.983930230027614	14.014866540205887	3.434889288336083	0.1415353426211001	4840.0	False
A430005L14Rik		11.635360174651987	7.750968874800142	0.141484580272075	4841.0	False
Dcpp3	2.8320604529634137	5.755845692886128	21.29682482164839	0.14136880417164233	4842.0	False
Cdh5	3.755996760484565	10.504547117629862	15.439497413261329	0.14131868290621605	4843.0	False
Pank2	18.119348340314673	4.908191496543858	8.440581309928488	0.14113079018222877	4844.0	False
Gfpt1	9.221522478409534	16.186868632736974	4.505105693904947	0.14109739127264534	4845.0	False
Galnt5	15.729889521211906	4.670432351453503	10.836004286630844	0.1409898321703149	4846.0	False
Cyb5r2	18.01920414881492	6.676958474525	6.6491424637921	0.1408312087390393	4847.0	False
Rbm43	11.879966248612325	14.434606246131963	3.9588019456775325	0.1407868330510121	4848.0	False
Mthfd2	9.859031277951773	13.19201010783053	7.078448455595044	0.14041075256263677	4849.0	False
Khdrbs2	17.285285771634744	5.2902384693814275	8.759432639005828	0.14031313524449873	4850.0	False
Lime1	4.117185097647291	8.60711938407659	17.086973762725943	0.14023419669306722	4851.0	False
Slc3a2	21.174173713872083	3.1071406694253443	7.567355596912157	0.14014496940271864	4852.0	False
Wdfy2	17.777946430205137	2.1810564266634263	11.598053255593221	0.14005536696256157	4853.0	False
Tpsg1	11.220954377116467	9.593679636186803	9.64787803674265	0.13999426094659065	4854.0	False
Saxo1		10.364509925131918	9.061956915771606	0.13993921465145664	4855.0	False
Matr3	22.02490116628874	5.222328549362116	4.555915556814145	0.13989225939578503	4856.0	False
Palld	16.199302623578635	9.064232341816385	5.727246507090242	0.13985251127202683	4857.0	False
Il22b	14.50966812986296	7.365009808549887	9.041608956811622	0.139763430506624	4858.0	False
Mpl		11.149336614840186	8.22746211965471	0.13975561540319495	4859.0	False
Gpr87	2.5658250679295187	8.761015811090813	18.299745074014385	0.13964667331839095	4860.0	False
Mfsd4b1	21.24201806602709	2.928378901413976	7.6740603334976685	0.1394908072065701	4861.0	False
Krtap4-6		4.991779448701687	14.735399066673414	0.13939845746484525	4862.0	False
Zp3	12.163445581402499	3.9010321953057425	14.801487428411304	0.13930052884010838	4863.0	False
Elavl1	4.079904781133242	9.905403830173391	15.713750164730852	0.13922989981813638	4864.0	False
Slco5a1	2.400786134238201	11.990206128118098	15.012772403525744	0.13908772855906923	4865.0	False
Pramel17	17.762131410431664	11.438379207241947	1.784268550850307	0.1390742294103712	4866.0	False
Rnls	12.944855971232489	11.235626883202627	6.321955188675896	0.13882233513494183	4867.0	False
Ywhae		15.525747662584449	3.574589582457024	0.13875475809809232	4868.0	False
Apobr	14.769952348562844	7.473572092031243	8.654704913418417	0.13860492447022213	4869.0	False
Prr23a2	6.4474942990931075	17.55142680201024	5.471426648569845	0.13853670888252342	4870.0	False
Ces1b	12.265290505573521	5.256708230754842	13.249677224141681	0.13851687931618947	4871.0	False
Glipr1l1	14.077770496493827	4.435210505812103	12.480580281663983	0.13825130721284554	4872.0	False
Erich5	16.558448864587664	8.957666502881011	5.462573118036992	0.13819026529859263	4873.0	False
Lcn6	7.156313215665539	20.286703360998953	1.9193757975206656	0.13791668055458603	4874.0	False
H2-M10.2	22.095228321280903	5.364724856790061	4.276449873843457	0.1378935000559279	4875.0	False
Inca1		8.685631032317266	10.793703852355803	0.13789051614945141	4876.0	False
Hnf4g	12.327728465897582	4.277082004575984	14.204103042100716	0.13772272507677236	4877.0	False
Fam228b	9.38361235546961	3.367894453413352	17.807058968128775	0.13753093903306168	4878.0	False
Kcns3	7.047242306892837	13.216897238571809	9.484698331956169	0.1374956478018308	4879.0	False
Prkaca	9.100531491962416	12.10712667836345	8.80874011686663	0.13737088005873058	4880.0	False
Vps36	11.62348607538611	10.684108419029862	8.04372691667712	0.13730008444743358	4881.0	False
Ermap	16.135151034222723	2.4945814549988774	12.650552675211951	0.1372245903229098	4882.0	False
Marco	20.695823521085043	8.061405362961798	2.6584078502914745	0.1371997128530211	4883.0	False
Elp3	16.78612790061071	5.6680205310488505	8.704264532417897	0.13713527033474512	4884.0	False
Tceal6	6.000597115872301	18.24849909514064	5.089440604308443	0.13712840280798277	4885.0	False
Slpi	18.133914750123267	8.554558315509372	4.436727851070047	0.13709748463039895	4886.0	False
Ipcef1	17.0559563099566	5.439593871793417	8.698244787162894	0.13697913107540313	4887.0	False
Ube3a	15.670088339079943	10.310627121021357	4.78855660619746	0.1369366792024825	4888.0	False
Dipk1a	8.180799211362562	15.028998606189212	6.52568672632452	0.1368164968242947	4889.0	False
Atf2	8.94002920043839	14.585519525308413	6.310644021843308	0.13676570589210033	4890.0	False
Nr0b1	10.486672425050797	9.511069494858312	10.289066315076463	0.1367485108303853	4891.0	False
Nipsnap3a	20.69554262085736	4.362404859652263	6.556462602549905	0.13670053084223283	4892.0	False
Vmn2r9	7.710057762008669	17.36838521746443	4.467984837845713	0.13664898287754057	4893.0	False
Klrd1	24.345430882601068	3.7396795882617524	3.9260201791445932	0.1364677532028217	4894.0	False
Mlh1	7.471426944290804	6.0034493451949515	16.69989561756235	0.13638393746342628	4895.0	False
Acot13	19.530052026850868	7.4744894360941	4.300469993696705	0.1363707839767272	4896.0	False
Cog2	14.85488428399226	4.420403057551937	11.734286892492785	0.13632339365478974	4897.0	False
Mia2	5.887510140478481	8.627040098338977	15.34375415230288	0.13625902752806093	4898.0	False
Ufm1	13.85792601387139	10.97077981940379	5.694563775519286	0.1361797406433369	4899.0	False
Spag9	11.84857534711063	13.18617024683394	5.148040611793993	0.13590690132958516	4900.0	False
Apobec1	15.011318335318894	9.199860244784183	6.516289746598106	0.1357178377043239	4901.0	False
Nqo1	13.727210570945356	7.9729915533771125	8.963800332688983	0.13555570251511465	4902.0	False
Hypk	6.277457317268514	17.557940934938397	5.518836098193332	0.1355307605651472	4903.0	False
Cnot11	14.81732837846026	9.467786527711972	6.397805447642618	0.1354313260072025	4904.0	False
Ndufa7	1.299550456299073	9.98147950716447	18.007963865728154	0.1354120801262045	4905.0	False
Abca12		7.049119511965131	12.469498155391435	0.135333192690339	4906.0	False
Carhsp1	12.788182957624983	12.664213586729302	4.832300288302697	0.13519885339917476	4907.0	False
Tcte2	12.571528320008955	12.30341715058652	5.408474102467215	0.13518625902750975	4908.0	False
Rgs9	6.46744743355995	20.075485564215843	2.6727105833141227	0.13518602070808014	4909.0	False
Rcan2	11.163973996022106	8.507123287117409	10.689379219032089	0.13513110841218504	4910.0	False
Nectin3	3.1399892793301944	14.227506990674518	11.832733575157617	0.13457668151945543	4911.0	False
Tmem192	11.907291821162	13.215483289735204	5.016813325463535	0.13446117126783527	4912.0	False
Kcnj3	4.446070581421391	6.261332530427362	19.082303187753464	0.13440431372228565	4913.0	False
Pcdha10	7.18671560060605	12.990995944074564	9.496579618665514	0.1343930272785608	4914.0	False
Ttll5	17.926282457537944	5.040304835215439	8.251677823592102	0.13434047584955866	4915.0	False
Dhrs7c	9.381790950215862	7.2387862102580955	13.597652433136261	0.1340250591341162	4916.0	False
Ogfod1	7.361100256902806	7.145382003700105	15.511605512050506	0.13397118808164413	4917.0	False
Zcwpw1	16.904344099649197	4.496483072948474	9.733641129232119	0.1339636739421581	4918.0	False
Ehd4	6.762023469691799	14.505188891399545	8.257316612723594	0.13381839470117848	4919.0	False
Polr3gl	16.421810982153534	7.071740305421069	7.437515212452216	0.13381338676544455	4920.0	False
Ly86	5.150702903671064	15.642288537676103	8.501704523511268	0.1337827747540859	4921.0	False
Tlcd4	5.317999659051318	12.358758440138327	11.825406778785954	0.13377028320637638	4922.0	False
Cfhr2		14.843096007594529	4.187334200385378	0.13374122818869877	4923.0	False
Igsf11	9.673137473618981	14.287915290197313	5.864375848019737	0.13365506906496324	4924.0	False
Mrpl28		11.067200526137329	8.180210535150445	0.13361932863910772	4925.0	False
Nxf3	11.974930990020903	9.846334419378588	8.48764971932062	0.13344030277903543	4926.0	False
Npepl1	16.814772977811312	9.486117243494206	4.5152440590865455	0.13338282427693687	4927.0	False
Cyp2d11	15.16001128857938	9.07917389384839	6.432887849356319	0.13335742982875262	4928.0	False
Fhit	3.635190509092061	6.58200762291763	19.433489327470483	0.13322799740531852	4929.0	False
Dspp	8.701144145842337	13.275999352530206	7.789994186303482	0.13307211901838237	4930.0	False
Mos	5.528364394914921	19.374562304063108	4.186280870647012	0.13297564374446122	4931.0	False
Cops7b	18.903870940793528	8.421681967352987	3.748680757639142	0.13293986515938866	4932.0	False
Esp18	8.194923420334348	11.043710687629458	10.600677589171033	0.13287021469761817	4933.0	False
H2bl1	5.955921118927351	17.67968147066433	5.5910818130994695	0.13284638885080732	4934.0	False
Eef1e1		7.212056860020268	12.238003046093647	0.13263108862039502	4935.0	False
Tgfb2	14.438121296870897	5.741454084779565	10.577512137933882	0.13224961783390995	4936.0	False
Nlrp5	6.210004124866656	9.320978143517301	14.185592374069165	0.13217657394301463	4937.0	False
Heatr6	14.541246637243056	9.847682035112225	6.131271062801065	0.13199265863269039	4938.0	False
Auh	3.0524044721242145	11.799908210831285	14.394193001909931	0.13195123923010696	4939.0	False
Cnot6l	23.133241513733672	5.067812998862498	3.461024019126797	0.13190837288234206	4940.0	False
Acbd7		10.885900563921714	8.333407874163864	0.13185165435114532	4941.0	False
Arhgap4	5.289980859890797	18.392162744122672	5.3998120920579655	0.13174517191251042	4942.0	False
Zkscan16	13.31457427133369	12.624677309334464	4.287490205427044	0.13174277325800024	4943.0	False
Tmem86b	3.70555955453313	14.846728608322204	10.57460445739693	0.13169952219662573	4944.0	False
Sult2a7	4.543984987764663	9.853388090644165	15.104373995926462	0.13169417439305908	4945.0	False
Obox6	8.191213581485757	3.202179045811103	18.861982534720752	0.13165944465471002	4946.0	False
Rbp2	20.798787916920762	4.032214982739991	6.645188712217434	0.13158292636890798	4947.0	False
Ganc	9.890430295989718	13.847240322840028	6.065580390136814	0.1315289770691391	4948.0	False
Pygl	11.774292689267327	10.320936396512993	8.102185973574255	0.1314993710124944	4949.0	False
Tbk1	15.774432562905416	7.031908657965621	7.984335371878985	0.1314530132336725	4950.0	False
Tmem50a	18.44345348154626	8.154632159558101	4.391997418876699	0.13131630506340197	4951.0	False
Arrdc3	6.638182792234444	13.544636280215151	9.302148267424654	0.13128925174373166	4952.0	False
Vmn1r197	4.989398176177816	3.564223320722672	21.34491151228851	0.1312678091434325	4953.0	False
Rhoc	9.082715106325525	4.430473608928551	16.73449488525063	0.13086184402115317	4954.0	False
Hoxa11	15.739227603320629	9.051566939129879	5.852175437533004	0.1306397822553954	4955.0	False
Dmbt1	18.044034165188748	5.807081305635836	7.207578276329515	0.13047285954146842	4956.0	False
Ptpn20	24.226756168632093	3.799619347240597	3.7626120172696815	0.1301656437493421	4957.0	False
Tmed10	10.284574793578097	4.831736899540627	15.204675071601574	0.13011250648896644	4958.0	False
Sult2a4	10.657954698625927	13.565980971313373	5.621280828402042	0.12994927401484208	4959.0	False
Ifi27l2b	3.9259904238755774	5.185677151877116	20.537742075746696	0.12981806977337476	4960.0	False
Vwc2	6.091505288270688	12.776318724896441	10.55737831594898	0.1297854242924775	4961.0	False
Cyria	13.352875480055069	13.664903957305595	3.0842978762553397	0.12966886058616442	4962.0	False
Sgsh	7.348158849055758	14.195553501405461	7.914773783397473	0.12945290329715428	4963.0	False
Eif4b	10.510686461139429	7.266267175189168	12.397780041168547	0.1292758059348802	4964.0	False
Gpld1	14.286068383832182	4.199655141023339	12.247338424040647	0.1292500007780831	4965.0	False
Pkd2l1	16.60345012319133	8.848241458707381	5.242891126658664	0.1291950832548224	4966.0	False
Zfp493	9.609501169070107	12.96181146535842	7.177315390741383	0.1291569458523951	4967.0	False
Cyp2j12	12.204778120435671	5.697794643648622	12.5284576762486	0.12909866434004666	4968.0	False
Myo5c	4.113387320550206	6.030170608932857	19.450876743939062	0.12906337558742212	4969.0	False
Col19a1	15.428619109972786	5.391368320164893	9.95184219760861	0.12903204423774248	4970.0	False
Adarb1	12.369672079660956	10.759730394361592	7.019985852169535	0.12898226108261543	4971.0	False
Ppp1r12c	5.826919654820469	8.82221613861742	14.951804550245905	0.12894422968687372	4972.0	False
Ccdc24	12.938625393076789	10.601839369087429	6.667088264285291	0.12872598373595456	4973.0	False
Fmnl2	21.24890016008307	5.657804042874755	4.426377126114338	0.12871836368357523	4974.0	False
Oxct1	9.747666894269058	12.508247322399571	7.516456823510141	0.1286515073449396	4975.0	False
Nup62		5.036904096944122	14.451488371167288	0.12859723433485884	4976.0	False
Ube2g1		15.166587489474448	3.7300628066714583	0.12848323915992735	4977.0	False
Tab2	5.665420173225299	9.885862671259732	13.95326731034582	0.12838842941234016	4978.0	False
Gm11437	2.547983820899825	12.103071678336498	14.407657292200033	0.1283142154247858	4979.0	False
Kdm1a	11.08379558294094	8.152554193509694	10.903609434005697	0.12802497362529222	4980.0	False
Myh8	16.55041629230644	9.56172097352779	4.4919938425516035	0.1278657000971957	4981.0	False
Usf1	6.430207252797084	13.575913765532784	9.33626754650743	0.12763694169330397	4982.0	False
Lrrd1	6.240394575192727	15.440402603942449	7.5337149894606075	0.1276286081300584	4983.0	False
Reep1	13.931333838468024	14.602329905565519	1.5030529082489763	0.1275596747716329	4984.0	False
Necap1	13.438360652278856	11.292870733129224	5.446337653800444	0.1275005470421255	4985.0	False
Dnai1	7.840630374113933	13.82884310524207	7.78348579808466	0.12711942824522662	4986.0	False
Ehmt2	8.97605642162934	9.463181623510621	11.381273033539467	0.12709133716974655	4987.0	False
Birc3		14.294886959412839	4.621498134594132	0.12706665814852902	4988.0	False
Rhox2g	13.039568731415699	12.488796740855848	4.522068800621152	0.12697169167649963	4989.0	False
Clec4b2	3.1952315270864826	8.361858424583804	17.7400459822823	0.1269577458402498	4990.0	False
Dld	6.208937915156504	15.432022844375876	7.546283107366489	0.12687904465737435	4991.0	False
Tut7	5.827834805028399	6.379864357366683	17.46487071978426	0.12679351372103706	4992.0	False
Mapk14	8.448139999527722	6.247536283979744	15.246168036583333	0.12671090820768685	4993.0	False
Nsun4	12.315905197126849		8.443910323908653	0.1265952222323549	4994.0	False
Mrps18c	3.8706801159804356	3.040701211456082	22.750513323156543	0.1265643357867802	4995.0	False
Pate14	6.346211674986226	16.454834988086805	6.325765537104431	0.1264283979221851	4996.0	False
Zfp46	18.679787490278066	10.290510397536965	1.7445417542030632	0.12598539335604794	4997.0	False
Defb48	12.798935758081928	11.492704007876105	5.759809071629742	0.1259759031814075	4998.0	False
Stx7	15.128530205523429	11.594779023919699	3.5417967604820357	0.12550726165185155	4999.0	False
Hykk		8.78471864742044	10.41343845769256	0.1252940064223056	5000.0	False
Cox6a2	9.209768843217676	13.963641197263094	6.349292515391209	0.1252744781560261	5001.0	False
Zscan26	19.183746845839433	6.2979017587849135	5.4885541821406925	0.12514020960131808	5002.0	False
Bmp7	11.223247011903702	6.683825337663213	12.23607918390121	0.1250883838912493	5003.0	False
Cfap410	14.200133546557298	6.912057727601577	9.317452940818608	0.12507368796643692	5004.0	False
Prl7d1		2.592137375837492	16.95702587151471	0.12487231350210054	5005.0	False
Ifngr2	20.268179051708515	7.484295164290562	3.246036959485209	0.12477263726058353	5006.0	False
Hemgn	12.385848977115527	7.209194120409012	10.623549831820483	0.12474509915210019	5007.0	False
Dusp11	5.720414183477728	16.48106869866902	6.801396732668268	0.12462063661548593	5008.0	False
Gjb5	13.016528684324014	10.831747497306095	6.216578255723034	0.12454314936014366	5009.0	False
Xlr3b	10.493938840226908	2.292514969486738	17.518334388198532	0.12447094175863284	5010.0	False
Sbp	11.439452247165066	5.987749798960654	12.757859735006992	0.12446674602100431	5011.0	False
Spink8	20.734364565606494	4.1213718745407935	6.3751001376185545	0.12445803943078869	5012.0	False
Smcr8	5.042012637597161	14.534177650832575	9.465751812903088	0.124444848377465	5013.0	False
Art2b	12.988379835415554	10.397171294298367	6.693861200198068	0.12430280161256445	5014.0	False
Epo	22.734022779567372	6.568115827456116	1.9806910712072963	0.12423345995597739	5015.0	False
Stard5	16.110677573679414	8.146379737695952	6.265370534733415	0.12421645893141127	5016.0	False
Sp100		14.650666198693871	4.182066009806585	0.12418721489866502	5017.0	False
Mmd2	13.419895261076585	7.7032280142469425	9.148126337367362	0.12404685953791546	5018.0	False
Riok3	14.342855897905679	7.205336616535784	8.83926361512984	0.12386858882262475	5019.0	False
Llcfc1	18.46876230472455	5.1437568687010655	7.310163130109043	0.12384299901761402	5020.0	False
Tmem230		9.587765627713493	9.527458553239404	0.1236374608099722	5021.0	False
Agr2	4.957591476018311	15.590914743137386	8.394976887064894	0.12357666935288798	5022.0	False
Sult1c2	5.903382398777784	11.502928755680074	11.866491388887129	0.1234585359006326	5023.0	False
Mrps2	6.494274069727221	9.677773662331562	13.262306206329928	0.12332996222840431	5024.0	False
Mrps7	14.742309926969527	4.273954086328443	11.556519208844144	0.1230916013003786	5025.0	False
Hacd4		16.383291278826768	2.3244832141280134	0.12308176520471409	5026.0	False
Gimap9	21.03822437096995	6.445450972611406	3.5851913253088523	0.12270710645403343	5027.0	False
Rbm10	9.856942029938432	2.4849018942779675	17.828029324280028	0.12265746153334604	5028.0	False
Rspry1	22.648359452801568	5.529855901422139	3.0863480777662473	0.12209839968504478	5029.0	False
Glra3	16.707217128604594	6.5790703168286875	7.317769349375347	0.12209092898146812	5030.0	False
Eif3j1		9.023905459372429	10.089168306127663	0.12203894137720475	5031.0	False
Rab11b	8.735029749075611	4.504986277117094	16.67744283438724	0.1219943428618599	5032.0	False
Leng9	19.15558609674767	7.03024959969596	4.634293851097955	0.12194986918101326	5033.0	False
Ccl22	4.87643873598336	9.70668787055554	14.638560922022657	0.12187223289622451	5034.0	False
Zdbf2	14.022076643546447	7.151733759680366	9.117532102272243	0.1218294135620357	5035.0	False
Paip2	8.221335311118752	6.547020481174305	14.968152973170652	0.12167869501982244	5036.0	False
Ttc32	16.604151363076724	3.8091598428334215	10.326777372866747	0.12164270125733379	5037.0	False
Rbmx	2.841868109108183	16.74110047569315	9.014997883174658	0.12158815615822394	5038.0	False
Coq10b	5.355061359017208	11.763050814990716	12.022010730380831	0.12156064399311199	5039.0	False
Skint6	9.573491558786207	9.057898890458798	11.090707836043785	0.12153445067810738	5040.0	False
Slc33a1	16.54490384358986	4.945456768674669	9.173444007144454	0.12151436000387873	5041.0	False
Ica1l	11.303413039274092	10.145716772041162	8.378185585601383	0.1213519587818581	5042.0	False
Hpca	3.728016002644049	17.845993456150893	7.038868659043561	0.12127734123148814	5043.0	False
1700020A23Rik	10.443513635573225	8.103100174570365	11.309541238389313	0.12125284857046555	5044.0	False
Bmpr2	6.760654703973702	11.083002745089539	11.462189877487374	0.12108487257412166	5045.0	False
Garin2	9.495486167736953	12.059058492741178	7.968696522429458	0.12103408640201069	5046.0	False
Ybx1	7.2972316883400765	9.586904150617602	12.54809325082638	0.12063461774631706	5047.0	False
Wdr1		9.91539965220405	9.113852062245206	0.12057704647685256	5048.0	False
Nhlrc4	17.596855584409163	5.2150444029801175	7.908270413264543	0.1204760519805745	5049.0	False
Nlrp12	12.9519066718596	5.729336740446212	11.54045994742308	0.12047430726925541	5050.0	False
Stx17	5.68962473132685	10.035103488761749	13.511821031260764	0.12040705226768622	5051.0	False
Ostf1	11.05906362220765	7.446470444471662	11.411099256219545	0.12003920724781186	5052.0	False
Ubap1l	6.1094007431663275	15.086614414776895	7.775785586915003	0.12000341019473361	5053.0	False
Maea	5.65224399248153	13.294152439985481	10.080383164651353	0.11990643163001254	5054.0	False
Gnal		9.319080432906757	9.72909705892021	0.11985612365386303	5055.0	False
Smok2b	6.170737270363722	10.252144661284788	12.829123890842414	0.11978371038473364	5056.0	False
Taf4b	5.671401432152864	12.15319868460293	11.248876816926776	0.11924767537903232	5057.0	False
Car11	19.433111410831994	6.422528992691964	4.934713844649965	0.11911059197178019	5058.0	False
Pals2	6.265259601484413	7.912182891918873	15.197464740787943	0.11909006315406717	5059.0	False
Ralyl	7.6438667814647845	4.268775501493188	17.808544410428613	0.11894653804281259	5060.0	False
Prkg1	16.748529053449488	6.304774967363114	7.465144090539914	0.11886706209524671	5061.0	False
Golph3l	17.223719046134633	4.429275188010823	9.022288148369945	0.11886118637107622	5062.0	False
H2-Ab1	11.447683803526978	7.495369677168276	10.958064110544191	0.11845770135428628	5063.0	False
Otud6b		4.841494462839697	14.43340446913795	0.11831285788848694	5064.0	False
Smim8	17.742908071725875	8.232223826730483	4.5095070875181476	0.11819680323179754	5065.0	False
Smad5	2.5129487825066246	15.327322756772661	10.692769253473152	0.11811244627412404	5066.0	False
Ndufaf3	9.249193119500005	10.29933338513952	9.95258645835534	0.11799561110616107	5067.0	False
Reck	9.544409814391281	4.416811175182409	15.906669436442868	0.11783741835124971	5068.0	False
Zdhhc6	10.811523913030209	6.524119823597788	12.536701794670872	0.11781413553430291	5069.0	False
Tubb2a		15.796259459063107	2.8263814362138655	0.11762622250983473	5070.0	False
Nfam1		11.292912559145831	7.591372448672465	0.11761166576572452	5071.0	False
Ces1c		6.331250610809363	12.840367701602489	0.11755268642477558	5072.0	False
Zfp472	11.227397558055177	11.604913082710855	6.774040860287199	0.11743645490069692	5073.0	False
Qrfprl	11.680827735892821	11.38044930466703	6.6005174284708	0.11733438463083667	5074.0	False
Ccdc40	8.265290800008707	1.5719188994248119	20.04671442995774	0.11721410517373831	5075.0	False
Syt14	7.3412698869648505	11.643545165555123	10.219562497205601	0.11719957347326306	5076.0	False
Mxd3	8.65779993884918	8.762116664687689	12.08445622132744	0.11718721293356178	5077.0	False
Ing2		7.8794893948215545	11.192684981880294	0.11712358687985178	5078.0	False
Palmd	7.198385222676854	10.827992519568244	11.203461759579897	0.11696882355121174	5079.0	False
Mtcp1	10.46779161981706	11.794270296759873	7.238472210396539	0.11688188524293057	5080.0	False
Zfp646	18.17130523984456	6.998993386614094	5.385155771035351	0.11685120570602676	5081.0	False
Donson	2.4815187885907677	15.023443958146023	10.998508948735955	0.1167685243751249	5082.0	False
Wbp2	6.7882468593024665	12.99230603227373	9.272965357868982	0.11669272749552816	5083.0	False
Fbxo36	8.972861736146426	11.98259745930351	8.359808178430358	0.11616437236188525	5084.0	False
Mrps26	4.487131907308864	10.756426694544814	13.686008474510604	0.11602432005808001	5085.0	False
Ubc	5.228611386670425	6.7579989430521294	17.243716351543874	0.1158225444098729	5086.0	False
Ntpcr	12.749662966649899		7.815180973509493	0.11567693132255964	5087.0	False
Grik2	18.00763103523107	7.1372693800593705	5.3420361608232145	0.11551063593614248	5088.0	False
Lrrc59	17.72650753149794	1.9358492532714557	11.092281870836413	0.11531203785499462	5089.0	False
Zfp689	16.929526715919966	8.959416237263934	4.376426972979538	0.11530229492585686	5090.0	False
Tex16	26.625000823267833	1.9614387707493495	3.063662113313175	0.11529504568718808	5091.0	False
Apol11b		9.013091737831612	9.951995859985157	0.11524177667255585	5092.0	False
Kmt5c	10.220844362141323	6.685381002632516	12.806524039393386	0.1150504493009325	5093.0	False
Gnrh1	14.80502843778483	4.7913606124309105	10.684628472070642	0.11492017537603239	5094.0	False
Brd8dc	7.054692002498293	10.070696182039244	12.062410977109117	0.1147856686109112	5095.0	False
Gpr146	7.190635864110122	11.816752614582136	10.091038781840616	0.11473950031902665	5096.0	False
Exoc1	8.610236690391321	11.660163604755017	8.969411147973732	0.11440694206065072	5097.0	False
Dpf1	5.664270697049921	15.361143895455845	7.699030031231126	0.11431710977474789	5098.0	False
Cdk6	10.843014247292773	4.8057364937358695	14.209259230691622	0.11423231135319918	5099.0	False
Kbtbd4	16.218167171186202	4.52656547029119		0.11418859145659524	5100.0	False
Glb1	20.182957527187607	3.104828577434341	7.6085658693755756	0.11415197618666807	5101.0	False
Zfp457		12.256429207526972	6.4878962925460755	0.11377384841261336	5102.0	False
Rwdd2a	3.9150533603545195	14.916215867796359	9.72418988283821	0.11375485871780279	5103.0	False
Gpx4	14.333761362645163	5.942888009756536	9.846696475779074	0.1136043534774205	5104.0	False
Lancl2	3.693524165399335	8.874789705063845	16.310993646291536	0.11359504363445594	5105.0	False
Spata4		2.3958998192188408	16.917020091725657	0.11354523424132817	5106.0	False
